,gameId,playId,playDescription,quarter,possessionTeam,kickerId,returnerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,absoluteYardlineNumber,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,specialTeamsSafeties
4202,2019112401,2286,S.Hauschka kicks 67 yards from BUF 35 to DEN -2. D.Spencer to DEN 25 for 27 yards (J.Poyer).,3,BUF,33469.0,42051,BUF,35,12:57:00,NP,NP,0,13,0,67.0,27.0,45,3.55,D,C,C,C,C,BUF 32,Solo,BUF 21,8-0-1,BUF 21
4203,2019112401,2641,B.McManus kicks 54 yards from DEN 35 to BUF 11. A.Roberts to BUF 27 for 16 yards (W.Parks).,3,DEN,40276.0,35527,DEN,35,07:40:00,NP,NP,0,13,3,54.0,16.0,75,3.11,P,C,C,R,R,returner_tackled,Solo,DEN 34,8-0-2,DEN 26; DEN 34
4204,2019112401,3672,"S.Hauschka kicks 48 yards from BUF 35 to DEN 17. D.Booker to DEN 28 for 11 yards (C.Thompson, S.Perry).",4,BUF,33469.0,43425,BUF,35,11:08:00,NP,NP,0,20,3,48.0,11.0,75,0.0,Q,C,C,R,R,returner_tackled,BUF 52,BUF 32,8-0-1,BUF 21
4207,2019112402,2279,E.Pineiro kicks 64 yards from CHI 35 to NYG 1. J.Peppers to NYG 24 for 23 yards (J.Horsted).,2,CHI,46426.0,44837,CHI,35,00:08:00,NP,NP,0,3,7,64.0,23.0,45,4.11,D,C,C,L,L,CHI 44; CHI 57,Solo,CHI 49,8-0-2,CHI 26; CHI 36
4209,2019112402,2516,E.Pineiro kicks 65 yards from CHI 35 to NYG 0. C.Latimer to NYG 25 for 25 yards (K.Pierre-Louis).,3,CHI,46426.0,41285,CHI,35,12:12:00,NP,NP,0,10,7,65.0,25.0,45,3.68,D,C,C,R,R,returner_tackled,Solo,CHI 57,8-0-2,CHI 26; CHI 35
4210,2019112402,2863,E.Pineiro kicks 61 yards from CHI 35 to NYG 4. C.Latimer to NYG 23 for 19 yards (B.Braunecker).,3,CHI,46426.0,41285,CHI,35,07:09:00,NP,NP,0,13,7,61.0,19.0,45,4.04,D,C,C,R,R,returner_tackled,Solo,CHI 82,8-0-2,CHI 26; CHI 35
4211,2019112402,3106,E.Pineiro kicks 66 yards from CHI 35 to NYG -1. C.Latimer to NYG 18 for 19 yards (J.Iyiegbuniwe).,3,CHI,46426.0,41285,CHI,35,05:19:00,NP,NP,0,19,7,66.0,19.0,45,4.38,D,C,C,L,L,returner_tackled,Solo,CHI 36,8-0-2,CHI 26; CHI 35
4214,2019112403,1348,C.Boswell kicks 61 yards from PIT 35 to CIN 4. B.Wilson to CIN 31 for 27 yards (J.Holton; R.Spillane).,2,PIT,41953.0,45020,PIT,35,03:21:00,NP,NP,0,0,3,61.0,27.0,75,3.95,D,C,C,C,R,PIT 44,PIT 41,PIT 80,8-0-2,PIT 20; PIT 28
4215,2019112403,1473,"R.Bullock kicks 68 yards from CIN 35 to PIT -3. K.Whyte Jr. to PIT 13 for 16 yards (T.McRae). PENALTY on PIT-Tr.Edmunds, Illegal Blindside Block, 6 yards, enforced at PIT 13.",2,CIN,38691.0,48005,CIN,35,01:55:00,IBB,PIT 33,6,7,3,68.0,16.0,45,4.01,D,C,C,C,C,returner_tackled,Solo,CIN 29,8-0-2,CIN 21; CIN 36
4217,2019112403,2336,C.Boswell kicks 64 yards from PIT 35 to CIN 1. B.Wilson to CIN 23 for 22 yards (R.Spillane).,3,PIT,41953.0,45020,PIT,35,11:10:00,NP,NP,0,7,10,64.0,22.0,45,3.81,D,C,C,C,C,returner_tackled,Solo,PIT 41,8-0-2,PIT 20; PIT 28
4220,2019112403,3956,C.Boswell kicks 70 yards from PIT 35 to CIN -5. B.Wilson to CIN 21 for 26 yards (A.Chickillo; R.Spillane).,4,PIT,41953.0,45020,PIT,35,03:18:00,NP,NP,0,10,16,70.0,26.0,75,3.95,D,C,C,C,C,PIT 20; PIT 29; PIT 37; PIT 80,Solo,PIT 56,8-0-2,PIT 20; PIT 28
4223,2019112404,1034,A.Seibert kicks 65 yards from CLE 35 to MIA 0. J.Grant to MIA 25 for 25 yards (K.Hodge; D.Hilliard). MIA-J.Grant was injured during the play. His return is Questionable.,1,CLE,47953.0,43475,CLE,35,01:51:00,NP,NP,0,14,0,65.0,25.0,75,4.16,D,C,C,C,C,returner_tackled,CLE 12,CLE 25,8-0-2,CLE 39; CLE 49
4225,2019112404,2057,A.Seibert kicks 66 yards from CLE 35 to MIA -1. M.Sherels to MIA 19 for 20 yards (J.Hassell; T.Davis).,2,CLE,47953.0,36071,CLE,35,01:01:00,NP,NP,0,28,0,66.0,20.0,45,4.15,D,C,C,C,C,returner_tackled,CLE 55,CLE 49,8-0-2,CLE 39; CLE 49
4226,2019112404,2368,A.Seibert kicks 56 yards from CLE 35 to MIA 9. M.Sherels to MIA 25 for 16 yards (A.Taylor; T.Thomas).,3,CLE,47953.0,36071,CLE,35,15:00:00,NP,NP,0,28,3,56.0,16.0,75,4.4,D,C,C,C,C,returner_tackled,CLE 20,CLE 57,8-0-2,CLE 39; CLE 49
4228,2019112404,3288,J.Sanders kicks 67 yards from MIA 35 to CLE -2. T.Thomas to CLE 15 for 17 yards (A.Van Ginkel).,3,MIA,46298.0,46672,MIA,35,00:04:00,NP,NP,0,28,17,67.0,17.0,45,3.98,D,C,C,L,C,returner_tackled,Solo,MIA 43,8-0-2,MIA 33; MIA 48
4231,2019112404,4231,A.Seibert kicks 64 yards from CLE 35 to MIA 1. M.Sherels pushed ob at MIA 22 for 21 yards (J.Hassell).,4,CLE,47953.0,36071,CLE,35,03:26:00,NP,NP,0,41,17,64.0,21.0,45,4.07,D,C,C,R,R,returner_tackled,Solo,CLE 49,8-0-2,CLE 39; CLE 49
4232,2019112404,4460,J.Sanders kicks 34 yards from MIA 35 to CLE 31. S.Carlson ran ob at CLE 34 for 3 yards.,4,MIA,46298.0,48136,MIA,35,00:39:00,NP,NP,0,41,24,34.0,3.0,75,3.22,P,R,R,L,L,returner_tackled,Solo,MIA 44,8-0-2,MIA 33; MIA 35
4242,2019112405,2925,"W.Lutz kicks 63 yards from NO 35 to CAR 2. D.White to CAR 29 for 27 yards (J.Bademosi). Penalty on NO-E.Apple, Unnecessary Roughness, offsetting. Penalty on CAR-R.Gaulden, Unnecessary Roughness, offsetting.",3,NO,43689.0,42607,NO,35,05:09:00,UNRd;UNR,NO 25;CAR 28,0,31,18,63.0,27.0,75,4.24,D,C,C,R,R,returner_tackled,Solo,NO 29,8-0-2,NO 21; NO 24
4249,2019112406,1673,S.Ficken kicks 66 yards from NYJ 35 to OAK -1. T.Davis to OAK 21 for 22 yards (T.Basham).,2,NYJ,44240.0,43452,NYJ,35,03:12:00,NP,NP,0,13,3,66.0,22.0,45,3.89,D,L,L,R,R,returner_tackled,Solo,NYJ 93,8-0-2,NYJ 20; NYJ 37
4250,2019112406,2107,D.Carlson kicks 65 yards from OAK 35 to NYJ 0. V.Smith to NYJ 19 for 19 yards (E.Harris).,3,OAK,46236.0,46815,OAK,35,15:00:00,NP,NP,0,13,3,65.0,19.0,75,4.08,D,C,C,C,C,returner_tackled,Solo,OAK 25,8-0-1,OAK 20; OAK 27
4251,2019112406,2273,S.Ficken kicks 63 yards from NYJ 35 to OAK 2. T.Davis to OAK 16 for 14 yards (B.Bello).,3,NYJ,44240.0,43452,NYJ,35,12:58:00,NP,NP,0,20,3,63.0,14.0,45,4.25,D,L,L,R,R,returner_tackled,Solo,NYJ 49,8-0-2,NYJ 20; NYJ 37
4252,2019112406,2636,S.Ficken kicks 64 yards from NYJ 35 to OAK 1. T.Davis to OAK 13 for 12 yards (M.Maye).,3,NYJ,44240.0,43452,NYJ,35,06:39:00,NP,NP,0,27,3,64.0,12.0,45,4.15,D,R,R,R,R,returner_tackled,Solo,NYJ 20,8-0-2,NYJ 20; NYJ 37
4253,2019112406,2710,S.Ficken kicks 63 yards from NYJ 35 to OAK 2. T.Davis to OAK 24 for 22 yards (T.Basham; H.Langi).,3,NYJ,44240.0,43452,NYJ,35,06:25:00,NP,NP,0,34,3,63.0,22.0,45,4.14,D,C,C,R,R,NYJ 44,Solo,NYJ 93,8-0-2,NYJ 20; NYJ 37
4254,2019112407,45,M.Prater kicks 54 yards from DET 35 to WAS 11. S.Sims pushed ob at WAS 44 for 33 yards (M.Ford).,1,DET,31446.0,48051,DET,35,15:00:00,NP,NP,0,0,0,54.0,33.0,45,3.25,P,C,C,R,L,returner_tackled,Solo,DET 38,8-0-2,DET 24; DET 27
4255,2019112407,597,D.Hopkins kicks 66 yards from WAS 35 to DET -1. T.Johnson to DET 24 for 25 yards (T.Apke; J.Harvey-Clemons).,1,WAS,40125.0,47969,WAS,35,02:31:00,NP,NP,0,3,0,66.0,25.0,75,4.12,D,C,C,R,C,returner_tackled,Solo,WAS 40,8-0-2,WAS 30; WAS 31
4258,2019112407,1364,"D.Hopkins kicks 53 yards from WAS 35 to DET 12. T.Johnson to DET 30 for 18 yards (W.Smallwood, D.Everett).",2,WAS,40125.0,47969,WAS,35,05:44:00,NP,NP,0,13,3,53.0,18.0,45,4.36,D,C,C,C,C,returner_tackled,WAS 34,WAS 40,8-0-2,WAS 30; WAS 32
4265,2019112408,36,R.Succop kicks 66 yards from TEN 35 to JAX -1. M.Walker to JAX 28 for 29 yards (A.Hooker).,1,TEN,34707.0,48504,TEN,35,15:00:00,NP,NP,0,0,0,66.0,29.0,75,3.73,D,L,L,R,R,returner_tackled,Solo,TEN 37,8-0-2,TEN 24; TEN 36
4266,2019112408,1227,"R.Succop kicks 63 yards from TEN 35 to JAX 2. M.Walker to JAX 25 for 23 yards (R.Gilbert, L.Sims).",2,TEN,34707.0,48504,TEN,35,06:29:00,NP,NP,0,7,0,63.0,23.0,45,4.1,D,R,R,C,C,returner_tackled,TEN 36,TEN 93,8-0-2,TEN 24; TEN 36
4269,2019112408,1995,"R.Succop kicks 62 yards from TEN 35 to JAX 3. M.Walker to JAX 31 for 28 yards (L.Sims). PENALTY on JAX-L.Jacobs, Offensive Holding, 10 yards, enforced at JAX 27.",3,TEN,34707.0,48504,TEN,35,13:13:00,OH,JAX 48,10,14,3,62.0,24.0,75,3.66,D,L,L,C,C,TEN 37,NT,NT,8-0-2,TEN 24; TEN 36
4270,2019112408,2165,"R.Succop kicks 63 yards from TEN 35 to JAX 2. M.Walker to JAX 19 for 17 yards (D.Bates). FUMBLES (D.Bates), RECOVERED by TEN-D.Bates at JAX 7. D.Bates to JAX 7 for no gain (D.Ozigbo).",3,TEN,34707.0,48504,TEN,35,10:40:00,NP,NP,0,21,3,63.0,5.0,75,3.97,D,L,L,R,R,returner_tackled,Solo,TEN 53,8-0-2,TEN 24; TEN 36
4271,2019112408,2238,"R.Succop kicks 65 yards from TEN 35 to JAX 0. M.Walker to JAX 30 for 30 yards (K.Blasingame, D.Bates).",3,TEN,34707.0,48504,TEN,35,10:24:00,NP,NP,0,28,3,65.0,30.0,75,3.84,D,C,C,C,C,returner_tackled,TEN 51,TEN 41,8-0-2,TEN 24; TEN 36
4272,2019112408,2437,R.Succop kicks 65 yards from TEN 35 to JAX 0. M.Walker to JAX 26 for 26 yards (D.Cruikshank).,3,TEN,34707.0,48504,TEN,35,06:57:00,NP,NP,0,35,3,65.0,26.0,75,3.72,D,L,L,C,R,returner_tackled,Solo,TEN 29,8-0-2,TEN 24; TEN 36
4275,2019112408,3317,"R.Succop kicks 63 yards from TEN 35 to JAX 2. M.Walker to JAX 28 for 26 yards (D.Bates; K.Byard). PENALTY on JAX-A.Calitro, Offensive Holding, 10 yards, enforced at JAX 22.",4,TEN,34707.0,48504,TEN,35,09:47:00,OH,JAX 58,10,42,17,63.0,20.0,45,3.83,D,C,C,C,C,NT,NT,NT,8-0-2,TEN 24; TEN 31
4282,2019112409,2041,B.Maher kicks 49 yards from DAL 35 to NE 16. J.White to NE 36 for 20 yards (D.Thompson; J.Jones).,3,DAL,40775.0,41359,DAL,35,15:00:00,NP,NP,0,10,6,49.0,20.0,45,4.18,P,R,R,L,L,returner_tackled,DAL 23,DAL 26,8-0-2,DAL 31; DAL 38
4288,2019112410,1825,M.Wishnowsky kicks 61 yards from SF 35 to GB 4. T.Smith to GB 25 for 21 yards (A.Al-Shaair).,2,SF,47893.0,46265,SF,35,02:55:00,NP,NP,0,13,0,61.0,21.0,75,4.06,D,C,C,C,C,SF 53,Solo,SF 51,8-0-2,SF 20; SF 29
4293,2019112411,46,J.Myers kicks 54 yards from SEA 35 to PHI 11. B.Scott to PHI 37 for 26 yards (B.Burr-Kirven; U.Amadi).,1,SEA,41175.0,46270,SEA,35,15:00:00,NP,NP,0,0,0,54.0,26.0,75,3.79,D,C,C,R,R,SEA 17,SEA 55,SEA 28,8-0-2,SEA 17; SEA 36
4297,2019112411,2056,J.Elliott kicks 66 yards from PHI 35 to SEA -1. T.Homer to SEA 28 for 29 yards (A.Singleton).,3,PHI,44966.0,47987,PHI,35,15:00:00,NP,NP,0,3,10,66.0,29.0,75,3.76,D,C,C,R,R,PHI 39,Solo,PHI 49,8-0-2,PHI 23; PHI 37
4298,2019112411,3192,J.Myers kicks 58 yards from SEA 35 to PHI 7. B.Scott to PHI 26 for 19 yards (T.Homer).,4,SEA,41175.0,46270,SEA,35,11:56:00,NP,NP,0,3,17,58.0,19.0,75,4.16,D,C,C,R,R,returner_tackled,SEA 27,SEA 25,8-0-2,SEA 28; SEA 36
4304,2019112500,1544,J.Tucker kicks 64 yards from BAL 35 to LA 1. J.Natson to LA 24 for 23 yards (A.Levine Sr.).,2,BAL,39470.0,45150,BAL,35,04:42:00,NP,NP,0,3,21,64.0,23.0,75,3.79,D,C,C,C,C,returner_tackled,Solo,BAL 41,8-0-2,BAL 16; BAL 36
4306,2019112500,1997,J.Tucker kicks 57 yards from BAL 35 to LA 8. J.Natson to LA 29 for 21 yards (J.Richards).,2,BAL,39470.0,45150,BAL,35,00:12:00,NP,NP,0,6,28,57.0,21.0,75,0.0,Q,C,C,C,C,returner_tackled,Solo,BAL 28,8-0-2,BAL 16; BAL 36
4311,2019112800,74,M.Prater kicks 72 yards from DET 35 to CHI -7. C.Patterson pushed ob at 50 for 57 yards (A.Oruwariye).,1,DET,31446.0,39975,DET,35,14:54:00,NP,NP,0,0,0,72.0,57.0,75,4.15,D,C,C,L,L,returner_tackled,Solo,DET 24,8-0-2,DET 24; DET 27
4320,2019112800,4033,E.Pineiro kicks 50 yards from 50 to DET 0. J.McKissic to DET 17 for 17 yards (D.Bush).,4,CHI,46426.0,43722,midfield,50,02:17:00,NP,NP,0,20,24,50.0,17.0,60,3.5,P,C,C,C,C,returner_tackled,CHI 17,CHI 26,8-0-1,CHI 22; CHI 36
4322,2019112801,317,B.Maher kicks 68 yards from DAL 35 to BUF -3. A.Roberts to BUF 19 for 22 yards (L.Gifford).,1,DAL,40775.0,35527,DAL,35,10:34:00,NP,NP,0,7,0,68.0,22.0,75,3.95,D,C,C,L,L,returner_tackled,Solo,DAL 57,8-0-2,DAL 25; DAL 31
4325,2019112801,2202,B.Maher kicks 68 yards from DAL 35 to BUF -3. A.Roberts to BUF 29 for 32 yards (L.Gifford).,3,DAL,40775.0,35527,DAL,35,15:00:00,NP,NP,0,7,13,68.0,32.0,75,3.62,D,L,L,R,R,returner_tackled,Solo,DAL 57,8-0-2,DAL 25; DAL 31
4331,2019112802,267,W.Lutz kicks 67 yards from NO 35 to ATL -2. K.Barner to ATL 45 for 47 yards (V.Bell).,1,NO,43689.0,40130,NO,35,11:07:00,NP,NP,0,0,7,67.0,47.0,75,3.99,D,C,C,R,R,returner_tackled,Solo,NO 24,8-0-2,NO 22; NO 24
4335,2019112802,2097,Y.Koo kicks 44 yards from ATL 35 to NO 21. J.Vander Laan to NO 29 for 8 yards.,2,ATL,45576.0,43809,ATL,35,00:03:00,NP,NP,0,9,17,44.0,8.0,75,0.0,Q,C,C,C,C,NT,NT,NT,8-0-2,ATL 33; ATL 36
4336,2019112802,2136,"Y.Koo kicks 65 yards from ATL 35 to NO 0. D.Harris pushed ob at ATL 40 for 60 yards (B.Hill). PENALTY on NO-C.Robertson, Illegal Block Above the Waist, 9 yards, enforced at NO 18.",3,ATL,45576.0,48415,ATL,35,15:00:00,IBW,NO 52,9,9,17,65.0,18.0,45,3.87,D,R,R,C,L,NT,NT,NT,8-0-2,ATL 33; ATL 36
4339,2019112802,3680,W.Lutz kicks 69 yards from NO 35 to ATL -4. K.Barner to ATL 25 for 29 yards (J.Hardee).,4,NO,43689.0,40130,NO,35,06:27:00,NP,NP,0,9,26,69.0,29.0,45,3.91,D,L,L,R,R,returner_tackled,Solo,NO 48,8-0-2,NO 22; NO 24
4342,2019120100,36,J.Tucker kicks 60 yards from BAL 35 to SF 5. R.James Jr. to SF 26 for 21 yards (L.Fort; C.Board).,1,BAL,39470.0,46309,BAL,35,15:00:00,NP,NP,0,0,0,60.0,21.0,45,4.01,D,C,C,C,C,returner_tackled,BAL 16,BAL 58,8-0-2,BAL 16; BAL 36
4343,2019120100,243,M.Wishnowsky kicks 64 yards from SF 35 to BAL 1. D.Thomas to BAL 21 for 20 yards (M.Nzeocha).,1,SF,47893.0,41353,SF,35,11:53:00,NP,NP,0,0,7,64.0,20.0,75,4.13,D,C,C,C,C,SF 41,Solo,SF 53,8-0-2,SF 20; SF 41
4344,2019120100,625,J.Tucker kicks 61 yards from BAL 35 to SF 4. R.James Jr. ran ob at SF 30 for 26 yards (C.Board).,1,BAL,39470.0,46309,BAL,35,05:41:00,NP,NP,0,7,7,61.0,26.0,45,4.04,D,C,C,R,R,BAL 16,BAL 41,BAL 49,8-0-2,BAL 36
4346,2019120100,1290,M.Wishnowsky kicks 54 yards from SF 35 to BAL 11. D.Thomas to BAL 25 for 14 yards (M.Harris).,2,SF,47893.0,41353,SF,35,09:12:00,NP,NP,0,14,14,54.0,14.0,45,3.75,D,C,C,R,R,returner_tackled,Solo,SF 36,8-0-2,SF 20; SF 41
4363,2019120102,796,"R.Bullock kicks 68 yards from CIN 35 to NYJ -3. T.Montgomery to NYJ 22 for 25 yards (C.Fejedelem; B.Wilson). PENALTY on NYJ-D.Roberts, Offensive Holding, 8 yards, enforced at NYJ 16.",1,CIN,38691.0,42437,CIN,35,01:12:00,OH,NYJ 27,8,7,3,68.0,19.0,45,3.74,D,C,C,C,C,NT,NT,NT,8-0-2,CIN 24; CIN 36
4365,2019120102,1638,"R.Bullock kicks 58 yards from CIN 35 to NYJ 7. T.Montgomery pushed ob at NYJ 21 for 14 yards (S.Morgan). PENALTY on NYJ-R.Griffin, Offensive Holding, 10 yards, enforced at NYJ 20.",2,CIN,38691.0,42437,CIN,35,01:46:00,OH,NYJ 84,10,17,3,58.0,13.0,75,4.07,D,L,L,R,R,NT,NT,NT,8-0-2,CIN 24; CIN 36
4367,2019120102,2059,S.Ficken kicks 52 yards from NYJ 35 to CIN 13. B.Wilson to CIN 38 for 25 yards (H.Langi).,3,NYJ,44240.0,45020,NYJ,35,15:00:00,NP,NP,0,17,6,52.0,25.0,75,3.98,P,R,R,L,L,NYJ 17,Solo,NYJ 44,8-0-2,NYJ 20; NYJ 27
4368,2019120102,2763,L.Edwards kicks 47 yards from NYJ 20 to CIN 33. A.Erickson to CIN 42 for 9 yards (T.Basham; B.Bello).,3,NYJ,43524.0,43663,NYJ,20,05:46:00,NP,NP,0,19,6,47.0,9.0,90,3.18,K,C,C,C,C,NYJ 44,NYJ 49,NYJ 93,8-0-2,NYJ 20; NYJ 27
4388,2019120104,4294,"B.Pinion kicks 70 yards from TB 35 to JAX -5. M.Walker to JAX 25 for 30 yards (J.Watson). PENALTY on JAX-Co.Davis, Offensive Holding, 10 yards, enforced at JAX 20.",4,TB,42508.0,48504,TB,35,02:19:00,OH,JAX 22,10,11,28,70.0,25.0,45,4.16,D,C,C,C,C,NT,NT,NT,8-0-2,TB 26; TB 33
4389,2019120105,36,"H.Butker kicks 59 yards from KC 35 to OAK 6. T.Davis to OAK 24 for 18 yards (J.Thornhill). PENALTY on OAK-D.Washington, Offensive Holding, 10 yards, enforced at OAK 24.",1,KC,45046.0,43452,KC,35,15:00:00,OH,OAK 33,10,0,0,59.0,18.0,45,4.12,D,R,R,L,R,KC 50,NT,NT,8-0-2,KC 22; KC 29
4390,2019120105,585,"H.Butker kicks 55 yards from KC 35 to OAK 10. T.Davis to OAK 24 for 14 yards (R.Fenton). FUMBLES (R.Fenton), RECOVERED by KC-D.O'Daniel at OAK 24. D.O'Daniel to OAK 24 for no gain (D.Washington).",1,KC,45046.0,43452,KC,35,07:26:00,NP,NP,0,7,0,55.0,14.0,45,4.25,D,C,C,C,C,returner_tackled,Solo,KC 27,8-0-2,KC 22; KC 29
4391,2019120105,1504,H.Butker kicks 57 yards from KC 35 to OAK 8. J.Richard to OAK 26 for 18 yards (D.Lee).,2,KC,45046.0,44045,KC,35,06:28:00,NP,NP,0,14,0,57.0,18.0,75,4.0,D,C,C,C,C,returner_tackled,Solo,KC 50,8-0-2,KC 22; KC 29
4392,2019120105,2003,D.Carlson kicks 54 yards from OAK 35 to KC 11. M.Hardman to KC 34 for 23 yards (D.Carrier).,3,OAK,46236.0,47839,OAK,35,15:00:00,NP,NP,0,21,0,54.0,23.0,45,4.41,D,C,C,C,C,returner_tackled,Solo,OAK 85,8-0-2,OAK 20; OAK 27
4393,2019120105,2304,"H.Butker kicks 59 yards from KC 35 to OAK 6. J.Richard to OAK 28 for 22 yards (D.O'Daniel). PENALTY on OAK-D.Leavitt, Offensive Holding, 10 yards, enforced at OAK 25.",3,KC,45046.0,44045,KC,35,12:03:00,OH,OAK 32,10,24,0,59.0,19.0,75,4.06,D,L,L,C,C,NT,NT,NT,8-0-2,KC 22; KC 29
4404,2019120106,2183,J.Elliott kicks 32 yards from PHI 40 to MIA 28. D.Smythe to MIA 34 for 6 yards (D.Riley).,2,PHI,44966.0,46192,PHI,40,00:06:00,NP,NP,0,14,21,32.0,6.0,70,0.0,Q,C,C,C,C,NT,NT,NT,8-0-2,PHI 23; PHI 37
4412,2019120107,36,M.Crosby kicks 61 yards from GB 35 to NYG 4. C.Latimer to NYG 22 for 18 yards (K.Fackrell).,1,GB,32386.0,41285,GB,35,15:00:00,NP,NP,0,0,0,61.0,18.0,75,3.83,D,C,C,C,R,GB 16,Solo,GB 51,8-0-2,GB 35; GB 39
4413,2019120107,376,M.Crosby kicks 57 yards from GB 35 to NYG 8. C.Latimer to NYG 29 for 21 yards (J.Jackson).,1,GB,32386.0,41285,GB,35,08:43:00,NP,NP,0,0,7,57.0,21.0,75,3.88,D,R,R,L,L,returner_tackled,Solo,GB 37,8-0-2,GB 35; GB 39
4414,2019120107,702,A.Rosas kicks 64 yards from NYG 35 to GB 1. T.Smith to GB 34 for 33 yards (A.Rosas).,1,NYG,43937.0,46265,NYG,35,03:16:00,NP,NP,0,7,7,64.0,33.0,45,4.15,D,C,C,L,L,returner_tackled,Solo,NYG 02,8-0-2,NYG 30; NYG 34
4415,2019120107,860,M.Crosby kicks 62 yards from GB 35 to NYG 3. C.Latimer to NYG 24 for 21 yards (C.Sullivan).,1,GB,32386.0,41285,GB,35,01:15:00,NP,NP,0,7,14,62.0,21.0,75,3.94,D,C,C,R,R,GB 42,Solo,GB 39,8-0-2,GB 35; GB 39
4416,2019120107,1193,M.Crosby kicks 63 yards from GB 35 to NYG 2. C.Latimer to NYG 25 for 23 yards (A.Lazard).,2,GB,32386.0,41285,GB,35,12:02:00,NP,NP,0,7,17,63.0,23.0,45,4.01,D,R,R,L,L,returner_tackled,Solo,GB 13,8-0-2,GB 35; GB 39
4417,2019120107,1665,A.Rosas kicks 60 yards from NYG 35 to GB 5. T.Smith to GB 24 for 19 yards (M.Thomas).,2,NYG,43937.0,46265,NYG,35,02:31:00,NP,NP,0,10,17,60.0,19.0,75,3.87,D,C,C,C,C,returner_tackled,Solo,NYG 31,8-0-2,NYG 30; NYG 34
4418,2019120107,2027,A.Rosas kicks 58 yards from NYG 35 to GB 7. T.Smith to GB 27 for 20 yards (C.Ballentine).,3,NYG,43937.0,46265,NYG,35,15:00:00,NP,NP,0,10,17,58.0,20.0,45,3.96,D,R,R,L,L,returner_tackled,Solo,NYG 25,8-0-2,NYG 30; NYG 34
4420,2019120107,2945,M.Crosby kicks 60 yards from GB 35 to NYG 5. C.Latimer to NYG 22 for 17 yards (O.Burks; A.Lazard).,4,GB,32386.0,41285,GB,35,14:22:00,NP,NP,0,13,24,60.0,17.0,45,4.08,D,C,C,C,C,returner_tackled,GB 16,GB 42,8-0-2,GB 35; GB 39
4421,2019120107,3419,M.Crosby kicks 57 yards from GB 35 to NYG 8. C.Latimer to NYG 24 for 16 yards (O.Burks).,4,GB,32386.0,41285,GB,35,07:05:00,NP,NP,0,13,31,57.0,16.0,45,3.78,D,C,C,L,L,returner_tackled,Solo,GB 42,8-0-2,GB 35; GB 39
4429,2019120108,3939,Z.Gonzalez kicks 72 yards from ARI 35 to LA -7. J.Natson to LA 7 for 14 yards (P.Cooper).,4,ARI,45037.0,45150,ARI,35,08:35:00,NP,NP,0,7,34,72.0,14.0,75,4.04,D,C,C,R,C,ARI 81,Solo,ARI 12,7-1-2,ARI 27; ARI 33
4435,2019120109,1846,T.Long kicks 62 yards from LAC 35 to DEN 3. D.Spencer to DEN 33 for 30 yards (D.King).,2,LAC,42663.0,42051,LAC,35,00:30:00,NP,NP,0,17,10,62.0,30.0,45,3.78,D,C,C,C,C,returner_tackled,Solo,LAC 20,8-0-2,LAC 20; LAC 31
4441,2019120110,442,A.Seibert kicks 58 yards from CLE 35 to PIT 7. K.Whyte Jr. to PIT 41 for 34 yards (R.Jackson).,1,CLE,47953.0,48005,CLE,35,07:31:00,NP,NP,0,0,3,58.0,34.0,45,4.22,D,R,R,C,C,CLE 20; CLE 57,Solo,CLE 34,8-0-2,CLE 39; CLE 57
4442,2019120110,1155,"A.Seibert kicks 65 yards from CLE 35 to PIT 0. K.Whyte Jr. to PIT 17 for 17 yards (D.Hilliard, A.Taylor).",2,CLE,47953.0,48005,CLE,35,07:40:00,NP,NP,0,0,10,65.0,17.0,75,4.12,D,R,R,C,C,returner_tackled,CLE 25,CLE 57,8-0-2,CLE 38; CLE 39
4443,2019120110,1448,C.Boswell kicks 60 yards from PIT 35 to CLE 5. D.Hilliard to CLE 20 for 15 yards (K.Kelly).,2,PIT,41953.0,46506,PIT,35,02:56:00,NP,NP,0,3,10,60.0,15.0,45,4.34,D,C,C,C,C,returner_tackled,Solo,PIT 29,8-0-1,PIT 20; PIT 28
4445,2019120110,2059,A.Seibert kicks 55 yards from CLE 35 to PIT 10. K.Whyte Jr. to PIT 31 for 21 yards (K.Hodge).,3,CLE,47953.0,48005,CLE,35,15:00:00,NP,NP,0,10,10,55.0,21.0,45,4.28,D,C,C,C,C,returner_tackled,Solo,CLE 12,8-0-2,CLE 38; CLE 39
4447,2019120110,2953,C.Boswell kicks 67 yards from PIT 35 to CLE -2. T.Thomas to CLE 18 for 20 yards (K.Kelly).,4,PIT,41953.0,46672,PIT,35,13:48:00,NP,NP,0,20,10,67.0,20.0,45,4.18,D,C,C,C,C,PIT 31; PIT 80,Solo,PIT 29,8-0-2,PIT 28; PIT 56
4452,2019120111,1375,K.Fairbairn kicks 58 yards from HOU 35 to NE 7. B.Bolden to NE 22 for 15 yards (B.Mingo).,2,HOU,43846.0,39212,HOU,35,06:21:00,NP,NP,0,14,3,58.0,15.0,45,4.04,D,C,C,C,C,returner_tackled,Solo,HOU 52,8-0-2,HOU 28; HOU 37
